commentBody,DisplayName,Latitude,Location,Longitude,Status_Accepted,UserComments,UserID,ApproveDate,CommentSequence,EditorsSelection,NumberofRecords,RecommendationCount,TimesPeople,ArticleRelevance,AVGcommentspermonth,AVGBrevity,AVGPersonalXP,AVGPicks,AVGReadability,AVGRecommendationScore,Brevity,ConversationalRelevance,PersonalXP,Readability,RecommendationScore
"Any rational person will understand Mr. Comey\'s sane assessment of the dilemma facing both the police and blacks: 96% of all shooting suspects in New York City are either black (75%) or Hispanic (21%). That leaves 4% of shooters who are white. Police, white and black, are not cynical. They\'re realistic. If the Sharptons and De Blasios and Holders of this world want to change things for the better, they should begin with their own constituents, who have shamefully demonstrated their socio-pathology all too often. It doesn\'t matter what its cause or excuse is (and there are plenty of excuses). Black crime rates are nuts! Point the finger of blame at the perps, not the people who are charged with protecting us.",Dawn Offtime,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/69361826.xml,69361826,"1,423,762,933","14,117,914",0,1,152,1,49.07943931,1.189874028,28.75868918,12.37410061,15.78947372,49.35235283,22.21362229,44.01408451,0,2.91005293,59.68109339,79.71099856
"I\'ve heard this argument before and it doesn\'t wash. Nobody is saying all blacks are to blame, but rather an unacceptable and disproportionately large number. The salient point for police, and the point of the article, is not that all blacks are bad but that virtually all bad people are black. That\'s the point, and people wonder that the police might be cynical!",Dawn Offtime,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/69361826.xml,69361826,"1,423,773,458","14,119,638",0,1,3,1,40.65653262,1.189874028,28.75868918,12.37410061,15.78947372,49.35235283,22.21362229,22.88732394,64.3640229,5.555555494,37.35763098,17.43104403
"kathryn, the reason blacks are picked up more often for drugs has been attributed to their public habits; they typically deal and indulge in drug use on street corners or stoops. Whites, by contrast -- who are probably just as guilty -- tend to do it in their parents\' basement (or equivalent). We\'re talking enforcing \""broken windows\"" standards here, which blacks tend to flout.",Dawn Offtime,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/69361826.xml,69361826,"1,423,857,082","14,131,127",0,1,1,1,23.36649068,1.189874028,28.75868918,12.37410061,15.78947372,49.35235283,22.21362229,21.83098592,31.09257654,11.45833332,39.17995444,0
"You say that 98% of black people are law abiding? Actually, that seems pretty close: 1 million blacks are current incarcerated in the U.S., out of 45 million. But that\'s not the whole story. By age 23, 48% of all black males have been arrested at least once, according to Crime and Delinquency magazine. A lot of those may not go to jail, but a lot of them go to jail again and again. It\'s a thorny subject.",Dawn Offtime,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/69361826.xml,69361826,"1,423,779,308","14,121,252",0,1,1,1,20.56728788,1.189874028,28.75868918,12.37410061,15.78947372,49.35235283,22.21362229,28.16901408,41.25102026,0,41.23006834,0
"A brave attempt to begin a fact-based, rational conversation about the issues.  Let us hope it doesn\'t get immediately drowned out by a social media reaction branding Mr. Comey\'s comments as themselves racist.",Greg,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/44502798.xml,44502798,"1,423,768,305","14,118,847",0,1,21,1,16.59854429,0.107357055,11.79245283,25.94701756,0,24.57165109,60.11029412,12.32394366,19.33341549,10.18518526,28.01822323,48.30567181
"\""officers who work in neighborhoods where blacks commit crimes at higher rates develop a cynicism that shades their attitudes about race.\""<br/>When I was training to be an EMT, this was specifically addressed. It is called \""burn-out\"". It was also noted that to continue working in this environment with this condition was going to lead to mistakes and our instructors advised that a long break or moving into a new career would be a good option.<br/>I cannot imagine that police departments are not aware of this. ",Ian,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/40672970.xml,40672970,"1,423,765,526","14,118,645",0,1,20,1,47.87874487,0.507262085,38.37675951,21.89141424,0,53.76551452,11.83473389,30.63380282,40.26629655,12.22222209,52.84738041,47.53154657
"Conversations are all well and good, but it seems that in this country when political leaders and others call for a conversation, this turns out to be in lieu of any actual solutions.  We were supposedly having a \""conversation\"" on torture, and mass surveillance and race on more than one occasion, as well as other assorted important issues.  But what is actually accomplished? Do things get better?  In this case, the drug laws and the for-profit prison system are going strong.  The police are ridiculously militarized - from the biggest cities to the tiniest burgs.  The police are often required to write tickets or haul in bodies to make quotas (something apparently not many of them enjoy doing)...lining the city\'s or town\'s bottom line in procuring fees for their budgets...another issue that creates animosity and distrust.  So, what exactly is a conversation going to do if the policies remain intact. Like so much this country does, once they begin a particular policy, no matter how counter-effective or foolish, the government and its appendages seem unable to really change direction and think of something new.  A tweak perhaps, a conversation, but no true rethinking, retooling or restructuring.  ",Kate Flannery,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/50965470.xml,50965470,"1,423,765,012","14,118,303",0,1,6,1,27.02411745,3.945371776,61.69811321,13.19386045,42.85714294,76.9247886,74.05462185,70.42253521,26.15266084,1.824212132,86.1047836,28.42880834
"I live in an almost all-white neighborhood. We have a terrible problem with kids on heroin, petty and quality-of-life crimes. While I am certain 99% of police officers would risk their lives for us, they do not seem to like the mundane parts of their jobs. As a result, our crime stats are lower than they should be. And suburban cops seem much more aware that any kids could be in school with their own. Having grown up around a lot of white criminals who were never even stopped, much less arrested, I can vouch for this. They are not aggressive in dealing our problem children, either. In addition, if the NYPD had stop-and-frisk in front of the NYSE, midtown banks and law firms or any predominantly white neighborhoods in the boroughs, they\'d have just as many drug arrests as the projects.",Kris V,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/67534950.xml,67534950,"1,423,779,265","14,121,141",0,1,11,1,29.79718612,0.102477189,49.05660377,32.66279506,0,67.21183801,51.10294118,51.76056338,53.88127752,17.34234222,63.55353075,38.0460136
"Finally, a public official brave enough to be truthful despite what he theorizes rings true and has everything to do with perception based on reality and nothing to do with racism.  Now perhaps we can move forward as a society and figure why a segment of our fellow citizens are feeling hopeless and stuck. Though it couldn\'t come at a worse time, the middle class is now hopeless and stuck. It will be hard to gain sympathy and a reasonable ear from people who work and are about to lose everything, simply because the 1 guy at the top wants not needs, a little more for himself. Greed is destroying all of us more than any external threat.",MCS,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/59422040.xml,59422040,"1,423,773,849","14,120,028",0,1,2,1,9.320395883,6.387744778,48.98261192,24.83330068,16.66666682,60.65400199,33.30449826,41.54929577,11.78962705,12.32492982,57.17539863,10.99776432
Officials should do everything to overcome this problems. Police officers should be professionals and they should respect citizens regardless the colour of their skin. It`s very important. Our people deserve to live in a society where they know that they are protected.,Mitch Jones,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/70642334.xml,70642334,"1,423,839,799","14,124,958",0,1,3,1,37.5317076,14.65423802,18.92597968,43.33280224,11.53846141,34.3517853,5.542986425,14.78873239,38.8851675,8.527131791,37.35763098,17.43104403
"I really appreciate hearing from (former?) police officers about what shapes their thinking, what training would help, and what forces shape their reactions. important conversation.",mw,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/56856462.xml,56856462,"1,423,847,625","14,127,615",0,1,1,1,35.62696612,3.071031144,18.34583796,32.29600351,8.470588208,28.51603445,19.57093425,8.450704225,36.12165148,14.66666665,25.28473804,0
"I like the example of how a white man gets just basically different treatment given below by jwpnyc of an incident in Michigan.  I think that shows really good police training, but also how preconceptions start things off on a whole different tone.  Even in the voice of one of the call ins to 911 that alerted police to this man with a gun, the caller themselves is an African American woman, and her assumption is that the man with a gun is just some old gramps white dude who\'s drunk.  How different from, \""a large erratically acting black man in pajamas wielding an automatic military rifle in the middle of a mall,\"" that sounds.  But, that\'s what this angry white drunk with an AR-15 or whatever it is was.",Nancy Duffy,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/62488847.xml,62488847,"1,423,773,437","14,119,625",0,1,2,1,31.30712562,0.187874846,17.73584906,24.6762481,0,28.57547436,13.90374332,46.47887324,44.54707797,5.513784461,46.46924829,10.99776432
In my opinion this is a blatant case. This is the same as to acknowledge the existence of racism and slavery in the country. And this is happening against the backdrop of the fact that the government says that the equal rights of citizens is the foundation of society. While we can see that the police are killing blacks and gays have more rights and opportunities than people with traditional sex orientation.,Patrick Wilson,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/70642476.xml,70642476,"1,423,839,798","14,124,793",0,1,0,1,25.70044443,28.18122697,10.73962264,37.12418276,0,24.5482866,4.117647059,25,40.64202492,10.18518526,48.06378132,0
"In other words, if residents of black urban neighborhoods can reduce their association with crime to a level similar to that of other populations and maintain that for decades, we might have a chance of extinguishing this experience-molded fear conditioning mechanism that has developed over decades in cops. Sounds rough.",Paul,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/63825632.xml,63825632,"1,423,779,237","14,121,106",0,1,6,1,13.17170461,5.544492562,20.62447032,23.66140504,13.47517741,31.48700502,15.23432068,17.6056338,30.56539027,7.189542426,35.07972665,28.42880834
"You argument holds no water. If you don\'t think police officers of all races aren\'t facing a higher threat in urban black neighborhoods, you are fooling yourself. Simple numbers really, more crime in said neighborhoods means it is rational to develop such natural defense mechanisms.",Paul,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/63825632.xml,63825632,"1,423,779,241","14,121,129",0,1,9,1,65.68901109,5.544492562,20.62447032,23.66140504,13.47517741,31.48700502,15.23432068,16.1971831,57.11431257,0,39.17995444,34.86208805
"\"" since an unarmed black teenager, Michael Brown, was killed by a white police officer in Ferguson, Mo., in August.\""<br/><br/>As usual, the NY Times leaves out the facts that Brown had stolen cigars from a convenience store, manhandled the clerk in the store, that he physically attacked Darren Wilsion and tried to take away his gun and that he was six feet four inches tall and weighed nearly 70 pounds more than Wilson.<br/><br/>To the Times, \""unarmed teenager\"" is the full story, period.  But it is not the full story and until the full story is acknowledged, there will be no resolution.<br/><br/>We have all become addicted to biased views of situations based on looking at some of the facts and ignoring others.  But no problem can be resolved by one sided accounts.  Comey seems to be asking for the full story to be told I wish the Times will follow.",R36,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/64999573.xml,64999573,"1,423,847,625","14,127,805",0,1,2,1,48.62720969,49.17624106,41.91562596,30.56909755,7.640878808,56.27193754,7.322976946,52.81690141,31.8894756,4.670913129,71.98177677,10.99776432
"Mr. Comey\'s comments reveal his own \""mental shortcut\"" and the shortcut that underlies the thinking about who should be arrested in the first place: Blacks are perceived as inherently criminal, while whites merely engage in criminal behavior.  ",REASON,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/49212033.xml,49212033,"1,423,765,187","14,118,444",0,1,9,1,29.27074826,0.28181227,26.00754717,11.8186198,24.00000002,37.20872274,57.47058824,13.02816901,31.6209016,0,39.17995444,34.86208805
What total nonsense! The statistics speak for themselves; the percentage of blacks arrested &amp; convicted of violent crimes is orders of magnitude higher than for whiles.<br/><br/>Even such a figure as Jesse Jackson has said that if he is walking down a dark street at night &amp; he see two black men walking toward him on one side of the street &amp; two while men coming up the other side that he would naturally choose to go down the side of the street with the white guys. To me that pretty much says it all.,Richard Huber,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/28588364.xml,28588364,"1,423,847,625","14,127,737",0,1,1,1,31.84052397,3.04974922,41.16933366,37.588891,24.30379742,56.76643402,35.79300075,32.04225352,43.76476732,3.780068596,49.65831435,0
12 million arrests are too many...  Especially since most of them are either of innocent people or people guilty of the pettiest of offenses.  Many of these arrests result from the racial bias the FBI Director addresses.<br/><br/>Getting arrested and thrown into the maw of the police-prison system causes irreversible damage to far too many young men.  One needn\'t be killed by cops to have their life destroyed by cops.,Robert,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/63437252.xml,63437252,"1,423,860,916","14,131,567",0,1,3,1,32.32156979,4.039309199,18.89600702,22.81349375,4.186046404,29.31826414,15.72503421,25,51.28141111,0,46.46924829,17.43104403
"But insurance companies don\'t have the power to arrest people, detain them on the street, or shoot them.  What you\'re describing is statistical discrimination: treating people as members of social groups and NOT as individuals.  Statistical discrimination may be acceptable in the case of car insurance, but where basic freedoms are concerned, we have a moral obligation to acknowledge every individual as an individual.",Sarah,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/41919031.xml,41919031,"1,423,797,059","14,123,447",0,1,5,1,14.34920389,0.7385425,44.90566038,25.81799628,31.57894743,56.94786031,23.14241487,22.88732394,17.47805271,5.555555494,49.65831435,25.53601793
"I think you are confusing explanation and justification.  Mr. Comey described how officers can end up embracing racist stereotypes because their experiences are skewed, but he did NOT say that we *should* give more latitude to officers who work in areas where crimes are mostly committed by African-Americans.  His point is that we can develop better training for police officers if we understand why they\'re acting the way they do, but the ultimate goal of this training is to stop racial profiling by the police in every neighborhood.",Sarah,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/41919031.xml,41919031,"1,423,797,060","14,123,348",0,1,1,1,59.98079086,0.7385425,44.90566038,25.81799628,31.57894743,56.94786031,23.14241487,31.33802817,63.36059253,16.29629612,52.84738041,0
"It\'s easy to say blacks commit more crimes. <br/><br/>But let\'s not forget Henry Louis Gates, Harvard Professor. Returning from China for a show he does for PBS-on Yo-Yo Ma, no less. Found the front door of his home in Cambridge jammed. And was arrested while trying to force it open.<br/><br/>That\'s the result of assumptions based on skin color. And it\'s terrible.",Siobhan,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/50180668.xml,50180668,"1,423,770,128","14,119,917",0,1,17,1,10.64369067,43.78400386,26.01463227,23.7594025,9.136577709,39.06620305,34.65624712,23.5915493,26.93966599,5.092592628,41.23006834,44.95295297
"He\'s right.  It is hard to hate up close, and that goes both ways.  Real community policing would make it harder for police to hate minorities and harder for minorities to hate the police.",TFreePress,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/2865398.xml,2865398,"1,423,767,559","14,119,367",0,1,10,1,46.65259573,5.649352939,22.60692554,34.62217176,9.396751809,33.64522121,38.43489832,11.97183099,62.08172535,0,28.01822323,36.53378225
"@ Bob Roberts in sunny California  - - - I\'m assuming that you\'re breathing regular California air, but it could be nitrous oxide based on the logic put forth in your flawed syllogism.  ",Tony Schwartz,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/62488563.xml,62488563,"1,423,866,201","14,132,183",0,1,1,1,0.601073563,0.117967927,11.57232705,37.38376905,33.33333333,21.39148495,5.392156863,10.56338028,5.535939296,11.82795715,28.01822323,0
"Thank you, Mr. Comey, not only for the reality check but offering a tenable solution.  We also need changes in the Grand Jury system that doesn\'t penalize police officers who are overtly racists, as in the case of Eric Garner.  A permanent black eye on NYPD.",Anne,40.730599,New York City,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/64510247.xml,64510247,"1,423,773,856","14,120,320",0,1,1,1,33.19302217,3.289994404,21.73945726,40.65203974,10.75697221,33.11365131,19.90274197,16.1971831,37.69197395,7.801418526,35.07972665,0
"\""Generally\"" the White teens you pulled over were \""respectful\"" and sacred, while the Black teens (the qualifer generally omitted) were in your face and threatening?  So according to your assertion when parents (like NY Times editorial writer Charles Blow - whose son was harassed by campus police two weeks ago - and Mayor Bill DiBlasio) have \""the talk\"" with their Black sons, the sons ignore the cautionary tale while White sons who don\'t receive \""the talk\"" are meek, humble and mild-mannered.  This is what I call testi-lying.  ",Bangdu Whough,40.730599,New York City,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/69739993.xml,69739993,"1,423,776,928","14,120,950",0,1,6,1,23.66622118,6.058963799,10.84686266,12.75016256,0,20.18401798,6.326949384,30.63380282,35.573144,24.99999991,48.06378132,28.42880834
"While there\'s some truth to the notion that, when it comes to policing, prior experience impacts on situational decision making, let\'s not jump on the bandwagon of blaming the \""perp\"" so quickly. I would ask: does the man in Staten Island, who was murdered for not paying a cigarette tax, fit the profile the FBI Director outlined? How about the child with a pellet gun killed within seconds; how about preventing his sister from comforting him while he lay dying? <br/><br/>For those finding the FBI  Director\'s speech an excuse to castigate Mayor de Basio for warning his Black son to mind his Ps and Qs around the police, I would say you are dead wrong. For that\'s the kind of fatherly advice all children should receive, especially in our perpetually Code Orange world.  ",CSW,40.730599,New York City,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/26805097.xml,26805097,"1,423,773,941","14,120,548",0,1,8,1,38.99897016,4.448063933,25.88782631,28.63203059,9.246575409,40.56245467,33.39041096,47.88732394,46.10845471,13.18944842,59.68109339,32.99329295
"All of us need to have more understanding not just the police.  Reading some of the comments, I fear we have a long way to go.  ",isabel,40.730599,New York City,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/46805895.xml,46805895,"1,423,765,691","14,118,716",0,1,13,1,41.33499202,0.583059869,7.555555555,73.22293853,3.333333303,13.64139841,16.81372549,8.802816901,59.36339709,42.30769212,28.01822323,40.69656387
"\""But to say -_that all people have unconscious racial biases_ is not necessarily true.\""<br/>Sorry, but it is true and to say otherwise is not to know yourself and to deny human nature. Ugly and selfish as it is. You can not overcome biases if you deny their existence in the first place.",sweetie pie,40.730599,New York City,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/26524068.xml,26524068,"1,423,857,035","14,130,860",0,1,4,1,21.12991918,0.563624539,20.08625337,30.40331977,2.857143003,33.54991841,11.9047619,18.30985915,14.85605517,0,39.17995444,21.99552863
"Compare this with the video of the murder by a police officer of at the teen, Tamir Rice, who had a toy gun, pointed at nobody and the subsequent treatment of him and his sister as he lay dying<br/><br/><a href=\""http://www.nytimes.com/video/us/100000003438207/tamir-rice-shooting-aftermath.html\"" title=\""http://www.nytimes.com/video/us/100000003438207/tamir-rice-shooting-aftermath.html\"" target=\""_blank\"">http://www.nytimes.com/video/us/100000003438207/tamir-rice-shooting-afte...</a><br/><br/>Wake up America. Hold people accountable and enforce responsible policing",sweetie pie,40.730599,New York City,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/26524068.xml,26524068,"1,423,857,003","14,130,640",0,1,4,1,52.72081606,0.563624539,20.08625337,30.40331977,2.857143003,33.54991841,11.9047619,16.90140845,48.4769006,15.60283668,44.87471526,21.99552863
"William Case<br/>You seem to have an ax to grind. You are disproportionally all over the comments favoring police and excusing police misconduct. Are you in enforcement? A police officer? <br/><br/>And as for your assertion that whites don\'t go to Harlem unless they are buying drugs is ridiculous. I work in Harlem, and there are whites all over the place. And I am not there to buy drugs. <br/><br/>Director Comey is a breath of fresh air, and thank goodness for his insight and honesty.",sweetie pie,40.730599,New York City,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/26524068.xml,26524068,"1,423,868,308","14,132,634",0,1,2,1,51.79316716,0.563624539,20.08625337,30.40331977,2.857143003,33.54991841,11.9047619,29.22535211,52.95284753,8.148148059,49.65831435,10.99776432
That is because you are trying to fabricate racism where there is none.,Eddie Brown,40.730599,"New York, N.Y.",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/46355153.xml,46355153,"1,423,840,224","14,125,610",0,1,0,1,4.025499056,2.239265062,11.63522012,17.05459561,3.061224603,18.97344607,11.73469388,4.225352113,7.100720294,0,14.80637813,0
There is no racism. Police  are aware of violent crime statistics in the communities which they patrol. They use this information in every stage of their work. And rightly so.,Eddie Brown,40.730599,"New York, N.Y.",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/46355153.xml,46355153,"1,423,840,224","14,125,598",0,1,8,1,24.11625874,2.239265062,11.63522012,17.05459561,3.061224603,18.97344607,11.73469388,10.21126761,47.46870704,0,28.01822323,32.99329295
"It is difficult to hate up close.  How simple and true. Comey\'s candor resonates far and wide -- incisive, wise and very much needed.  More, please.",sixmile,40.730599,"New York, N.Y.",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/10891595.xml,10891595,"1,423,809,868","14,124,610",0,1,14,1,8.769392718,5.335218652,21.33140048,17.32095751,6.122448906,35.88426025,10.63660758,8.802816901,7.398133443,0,30.523918,41.8723921
Which is precisely what he called it.,sixmile,40.730599,"New York, N.Y.",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/10891595.xml,10891595,"1,423,809,919","14,124,658",0,1,0,1,1.860232749,5.335218652,21.33140048,17.32095751,6.122448906,35.88426025,10.63660758,2.112676056,2.773128833,0,9.567198178,0
"The problem, one might say, is reasoning from the converse.  If 90-95% of dangerous young men are black or Hispanic, that means that in all likelihood a given dangerous young man is black or Hispanic.  That quickly becomes a presumption that if you are a black or Hispanic young man, you are likely to be dangerous.  So if a cop sees you reaching into your waistband and is more than casually interested in his own personal safety, he may well fear or even assume you are reaching for a gun.",working stiff,40.730599,"new york, ny",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/10016661.xml,10016661,"1,423,772,692","14,119,416",0,1,5,1,17.71639548,0.751499386,23.87518142,7.554039773,0,39.73759885,5.656108597,31.69014085,37.7918762,0,52.84738041,25.53601793
The 800 lb. thing in the room is the quotas. Let\'s acknowledge and talk about the quota system that puts all our youth at risk for jail or worse.  Those quotas bring out the worst in the best of our officers.,Brenda,40.730599,"New York, NY",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/60579723.xml,60579723,"1,423,845,044","14,125,668",1,1,10,1,10.18844592,0.216778669,13.47169811,58.8241141,15.00000002,19.84423676,3.676470588,14.43661972,7.870082208,17.46031758,37.35763098,36.53378225
"\""If the Sharptons and De Blasios and Holders of this world want to change things for the better, they should begin with their own constituents. . .\""<br/><br/>I\'m black, I live in NYC, I pay taxes at all 3 levels of government, and I voted for De Blasio.  I\'m a veteran, I\'ve never committed a crime in my life, and neither has anyone else in my family that I\'m aware of.  So it\'s MY fault that cops treat me like a criminal?  It\'s my responsibility to speak to black people I don\'t know because store owners follow me around, or associates ask to see my receipt (and mine alone) at high end retailers?<br/><br/>I\'m sorry, I thought I was an American citizen, not some second class citizen that\'s slacking because I haven\'t walked into Marcy projects to lecture other black people over the racism of white people and police officers.",Concerned Citizen,40.730599,"New York, NY",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/29481604.xml,29481604,"1,423,773,880","14,120,405",0,1,38,1,36.18272729,3.969877191,25.28534824,22.67868226,8.796296409,37.14087919,20.73801743,55.28169014,56.91720503,45.26748962,63.55353075,57.71546993
"A recent similar story is this one:<br/><br/><a href=\""http://www.timesfreepress.com/news/local/story/2014/dec/28/womshoots-hixsneighborhood/280032/\"" title=\""http://www.timesfreepress.com/news/local/story/2014/dec/28/womshoots-hixsneighborhood/280032/\"" target=\""_blank\"">http://www.timesfreepress.com/news/local/story/2014/dec/28/womshoots-hix...</a><br/><br/>A woman with a weapon that actually fired at houses and passing vehicles AND when the cops stopped her, pointed her weapon at one of the officers.<br/><br/>Contrast that with Tamar Rice, who was in an Open Carry state when he was shot and killed for playing with a BB gun.",Concerned Citizen,40.730599,"New York, NY",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/29481604.xml,29481604,"1,423,774,732","14,120,589",0,1,5,1,16.27987271,3.969877191,25.28534824,22.67868226,8.796296409,37.14087919,20.73801743,20.07042254,18.3348293,0,48.06378132,25.53601793
"So police go into a poor community, stop and frisk young black men, find illegal drugs and drug arrests and \""crime\"" is reported in that poor community.<br/><br/>Police drive around college campuses, business schools, and wall street in squad cars.  And despite the statistically significant fact that they\'re more likely to find illegal drugs, and illegal weapons on that demographic, don\'t stop and frisk anyone.<br/><br/>Yep, clearly  a logical mental shortcut.<br/><br/>/s",Concerned Citizen,40.730599,"New York, NY",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/29481604.xml,29481604,"1,423,772,554","14,120,289",0,1,9,1,29.9124935,3.969877191,25.28534824,22.67868226,8.796296409,37.14087919,20.73801743,25.70422535,57.20832547,0,43.0523918,34.86208805
"How about slavery, segregation, voting rights discrimination, redlining and mass incarceration. All of which have racism as a core tenet, and have been legitimized and propagated at such grand scale to warrant the classification as \""institutionalized\"".",Dale,40.730599,"New York, NY",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/63657640.xml,63657640,"1,423,776,881","14,120,864",0,1,1,1,0.207585556,0.199995804,21.81818182,34.8105975,27.27272733,36.47691872,11.63101604,12.32394366,5.059963288,0,35.07972665,0
"In direct response to Mr. Comey, I haven\'t heard anyone say that officers were the root cause of problems that plague minority neighborhoods. The root cause of these problems are easily traced back to institutionalized racism. <br/><br/>The fact that officers aren\'t the root cause of problems in minority neighborhoods doesn\'t mean we apply a different rubric for how they conduct themselves in relationships with the population they are tasked to protect and serve.<br/><br/>The overarching argument Mr. Comey makes is that we provide more latitude to officers simply because they work in neighborhoods where crimes are committed more frequently by African Americans. Does this hold for communities in which whites commit the majority of crimes? His statements imply that African Americans are to be treated differently for no other reason besides that of a perceived threat.<br/><br/>Mr. Comey\'s arguments are not at all compelling. He is simply just rehashing the same arguments that have already been made in defense of officers irregardless of conduct. Some people would like to call that \""a breath of fresh air\"" or \""having an honest conversation\"", but that isn\'t an accurate characterization. ",Dale,40.730599,"New York, NY",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/63657640.xml,63657640,"1,423,772,412","14,120,172",1,1,34,1,45.68975226,0.199995804,21.81818182,34.8105975,27.27272733,36.47691872,11.63101604,67.25352113,43.40259416,5.555555494,81.32118451,55.95071729
"  I live in a predominantly white, upper class county. My father was a police officer and I was an officer in the USAF. I\'m whiter than this screen\'s background. I\'ve had few interactions with police officers, but they\'ve sometimes been eye-openers. The officers I have encountered are either professional/respectful or surly and indignant that they are being spoken too. I\'d say this breaks down 50/50. It seems worse in the local, smaller police forces.<br/>  The video of the aftermath of the 12 year old Tamir Rice shooting in Cleveland is obscene, and reminds us that the mentally ill should not have guns (and especially not guns and badges.)  Director Comey\'s comments are constructive and should be welcome. The only grain of salt I take with comments from him regards the quasi-cultish organization he worked for in the private sector before joining the FBI.",Improv,40.730599,"New York, NY",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/58136387.xml,58136387,"1,423,797,059","14,121,969",0,1,9,1,46.19113566,0.973533295,21.01688183,31.44833555,9.473684109,28.95556648,4.241486068,53.52112676,47.69476985,23.80952381,71.98177677,34.86208805
"I think \""rational\"" is correct. If you need to make judgments about someone you don\'t know the rational course is to use whatever information you do have, which includes information about groups. If a majority of assaults on police officers in a particular area are committed by black men under age 30 even though they constitute less than 5% of the population, it is rational for a police officer encountering a black man under 30 to be more cautious than when encountering a 70 year old woman.",Joel,40.730599,"New York, NY",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/617387.xml,617387,"1,423,791,940","14,122,351",0,1,1,1,47.99943726,3.355532142,24.06323703,19.12407923,18.75000002,38.49664137,13.76953125,30.63380282,57.17390813,4.166666529,41.23006834,0
"I\'m so grateful he\'s at the FBI and has his head screwed on straight.  He can be such a force for good and making people wake up and deal with the issue.  I have followed him through his earlier career and his remarks give me such a sense of hope that we can do better.  I lived through listening to my mother in Wisconsin when I was a kid talk about J. Edgar Hoover and Joe McCarthy and how destructive they both were our society.  Didn\'t quite understand it as a little kid.... as I was carted around the neighborhood by my mother getting signatures on a \""Joe Must Go\"" petition.  Important government  positions in this country are occasionally filled by people of his caliber.  I rejoice!",JRM,40.730599,"New York, NY",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/21417077.xml,21417077,"1,423,765,288","14,118,518",0,1,13,1,11.23911655,0.882517371,42.89519581,36.76795797,10.08403351,53.89146312,15.8551656,45.42253521,11.69505511,36.66666663,58.54214123,40.69656387
